T(h:m:s),FT(h:m:s),T(Sec),T(ms),UF(Hz),Sats,Date,Time,Lat,Lon,Alt(Ft),Alt(M),GndSpd(M/S),Head(Deg),PDOP,intT(C),intT(F),extT(C),extT(F),msTemp(C),msTemp(F),msPress(PSI),msPress(ATM),msAlt(ft),msAlt(M),VertVel(Ft/S),VertVel(M/S),mag x,mag y,mag z,accel x,accel y,accel z,gyro x,gyro y,gyro z,orien yaw,orien pitch,orien roll,xbee message 
2:45:41,1:50:32,9941.9,9941926,1,12,10/14/23,12:37:41,33.559593,-104.278374,50074.38,15262.67,31.562,57.08,233,1.54,34.78,-14.62,5.68,-0.37,31.33,1.86,0.13,47878.23,14593.29,-8.11,-2.47,-0.5,27.38,38.5,-0.22,-1.19,-9.66,-0.21,-0.12,-0.97,344.5,175.81,-5.06,
2:45:42,1:50:33,9942.9,9942926,1,15,10/14/23,12:37:42,33.55975,-104.278099,50062.55,15259.06,30.961,56.84,169,1.49,34.69,-14.66,5.6,-0.37,31.33,1.86,0.13,47865.25,14589.33,-12.99,-3.96,-18,8.75,43.5,-0.58,-1.02,-9.89,-0.19,-0.18,-1.97,279,178.44,-6.81,
2:45:43,1:50:34,9943.9,9943926,1,15,10/14/23,12:37:43,33.55991,-104.277824,50051.24,15255.62,30.94,57.84,153,1.44,34.59,-14.58,5.75,-0.37,31.33,1.86,0.13,47850.65,14584.88,-14.59,-4.45,4.56,-14.06,44.88,-0.39,-1.08,-9.56,-0.02,-0.19,-1.34,180.38,171.56,-5.56,
2:45:44,1:50:35,9944.9,9944926,1,16,10/14/23,12:37:44,33.560062,-104.27755,50041.67,15252.7,31.242,59.58,144,1.49,34.69,-14.46,5.97,-0.37,31.33,1.87,0.13,47836.07,14580.43,-14.59,-4.45,18.5,12.88,41.38,0.75,-0.56,-9.8,0.05,-0.25,-0.93,72.38,171.19,2.19,
2:45:45,1:50:36,9945.9,9945926,1,17,10/14/23,12:37:45,33.560207,-104.27726,50036.05,15250.99,31.687,60.04,145,1.47,34.64,-14.5,5.89,-0.36,31.35,1.87,0.13,47829.59,14578.46,-6.48,-1.97,1.69,29.5,37,0.14,-0.84,-9.75,0.09,-0.25,-0.9,5.12,170.94,-1.19,
2:45:46,1:50:37,9946.9,9946926,1,17,10/14/23,12:37:46,33.560364,-104.27697,50025.06,15247.64,32.232,58.06,145,1.47,34.64,-14.54,5.82,-0.37,31.33,1.87,0.13,47811.78,14573.03,-17.81,-5.43,-0.5,30,37.19,-0.29,-0.9,-9.88,-0.15,-0.17,-0.6,347.44,175,-3.69,
2:45:47,1:50:38,9947.9,9947926,1,17,10/14/23,12:37:47,33.560524,-104.27668,50008.53,15242.6,31.951,57.1,145,1.52,34.73,-14.38,6.11,-0.36,31.35,1.87,0.13,47800.46,14569.58,-11.32,-3.45,-15.06,16,42.19,-0.37,-0.68,-9.84,-0.23,-0.07,-0.7,306.12,179.12,-3.94,
2:45:48,1:50:39,9948.9,9948926,1,18,10/14/23,12:37:48,33.560684,-104.27639,49993.2,15237.93,31.267,59,141,1.49,34.69,-14.42,6.04,-0.37,31.33,1.87,0.13,47789.14,14566.13,-11.32,-3.45,-17.25,-4.5,44.5,-0.77,-0.19,-9.95,-0.18,0.04,-1.47,264.25,-176.19,-3.06,
2:45:49,1:50:40,9949.9,9949926,1,18,10/14/23,12:37:49,33.560829,-104.2761,49983.08,15234.84,31.779,60.01,141,1.62,34.92,-14.14,6.54,-0.36,31.35,1.87,0.13,47771.37,14560.71,-17.77,-5.42,7,-22.69,41.69,-0.55,-0.22,-9.82,-0.17,0.06,-0.43,178.12,-177.94,-4.56,
2:45:50,1:50:41,9950.9,9950926,1,17,10/14/23,12:37:50,33.560974,-104.27581,49974.48,15232.22,32.393,59.94,141,1.52,34.73,-13.98,6.83,-0.36,31.35,1.87,0.13,47758.45,14556.78,-12.92,-3.94,27.69,-12.75,37.56,-0.76,-0.5,-9.95,-0.22,0.04,-1.61,105.75,-176.62,-4.56,
2:45:51,1:50:42,9951.9,9951926,1,15,10/14/23,12:37:51,33.561127,-104.275513,49961.79,15228.35,32.253,58.22,158,1.52,34.73,-14.1,6.61,-0.36,31.35,1.87,0.13,47747.16,14553.33,-11.29,-3.44,24.19,15.75,37.25,-0.7,-0.53,-9.6,-0.27,0,-1.38,37.19,-178.25,-6,
2:45:52,1:50:43,9952.9,9952926,1,16,10/14/23,12:37:52,33.561279,-104.275223,49948.86,15224.41,31.659,56.73,157,1.52,34.73,-13.83,7.11,-0.36,31.35,1.87,0.13,47734.26,14549.4,-12.9,-3.93,-12,19.69,41.88,-0.8,-0.67,-9.86,-0.18,-0.11,-1.96,309.06,178.75,-7.94,
2:45:53,1:50:44,9953.9,9953926,1,16,10/14/23,12:37:53,33.561436,-104.274948,49934.07,15219.9,30.987,57.62,157,1.52,34.73,-13.75,7.25,-0.36,31.35,1.88,0.13,47724.59,14546.45,-9.67,-2.95,-10.25,-11,45.5,0.21,-1.1,-9.62,-0.15,-0.15,-1.26,220.88,175.06,-5.62,
2:45:54,1:50:45,9954.9,9954926,1,15,10/14/23,12:37:54,33.561581,-104.274666,49922.02,15216.23,30.386,59.61,158,1.54,34.78,-13.95,6.9,-0.36,31.35,1.88,0.13,47710.09,14542.04,-14.5,-4.42,21.88,-6.06,41.25,-0.27,-0.82,-9.75,-0.06,-0.21,-1.31,124.31,170.62,-5.06,
2:45:55,1:50:46,9955.9,9955926,1,15,10/14/23,12:37:55,33.561718,-104.274376,49913.02,15213.49,31.783,61.4,158,1.49,34.69,-13.91,6.97,-0.35,31.37,1.88,0.13,47698.82,14538.6,-11.27,-3.43,27.88,10.25,36.88,-0.54,-1.19,-10.04,-0.16,-0.19,-1.57,70.81,175.94,-4.44,
2:45:56,1:50:47,9956.9,9956926,1,14,10/14/23,12:37:56,33.561863,-104.274078,49902.06,15210.15,32.708,58.53,168,1.54,34.78,-13.79,7.18,-0.35,31.37,1.88,0.13,47685.95,14534.68,-12.87,-3.92,15.06,24.69,37.88,-0.44,-0.58,-9.86,-0.17,-0.13,-0.53,19.81,178.88,-5.56,
2:45:57,1:50:48,9957.9,9957926,1,15,10/14/23,12:37:57,33.562016,-104.273781,49889.62,15206.36,31.948,58.47,157,1.52,34.73,-13.71,7.32,-0.36,31.35,1.88,0.13,47673.09,14530.76,-12.86,-3.92,-8.56,20,42.19,-0.41,-1.04,-9.71,-0.23,-0.07,-1.08,320.88,177.81,-4.75,
2:45:58,1:50:49,9958.9,9958926,1,16,10/14/23,12:37:58,33.56216,-104.273491,49877.94,15202.79,31.319,59.51,155,1.49,34.69,-14.06,6.68,-0.35,31.37,1.88,0.13,47658.62,14526.35,-14.46,-4.41,-13.25,-3.25,45.06,-0.33,-1.35,-10.07,-0.25,-0.07,-2.11,255.56,-178.62,-7.5,
2:45:59,1:50:50,9959.9,9959926,1,14,10/14/23,12:37:59,33.562302,-104.273193,49869.03,15200.08,31.831,61.35,168,1.54,34.78,-14.02,6.76,-0.36,31.35,1.88,0.13,47644.17,14521.94,-14.45,-4.41,14.5,-18.25,41.75,-0.96,-0.7,-9.58,-0.23,-0.14,-1.48,161,176.94,-7.31,
2:46:00,1:50:51,9960.9,9960926,1,15,10/14/23,12:38:00,33.562435,-104.272903,49854.56,15195.67,31.902,62.68,143,1.44,34.59,-14.02,6.76,-0.35,31.37,1.88,0.13,47634.55,14519.01,-9.62,-2.93,27.06,15.06,36,-0.32,-1.55,-9.75,-0.18,-0.17,-1.64,60.38,172.94,-8.31,
2:46:01,1:50:52,9961.9,9961926,1,15,10/14/23,12:38:01,33.562572,-104.272598,49837.73,15190.54,33.02,61.36,143,1.52,34.73,-13.87,7.04,-0.35,31.37,1.88,0.13,47623.32,14515.59,-11.23,-3.42,-8.56,28.75,36.19,0.12,-1.28,-9.76,-0.07,-0.31,-1.61,327.5,170.56,-4.62,
2:46:02,1:50:53,9962.9,9962926,1,15,10/14/23,12:38:02,33.562717,-104.272293,49823.5,15186.2,32.414,60.6,143,1.52,34.73,-14.06,6.68,-0.35,31.37,1.89,0.13,47612.1,14512.17,-11.22,-3.42,-23.25,1.38,41.56,0.32,-1.33,-9.79,0.05,-0.22,-1.05,245.19,168.94,0.12,
2:46:03,1:50:54,9963.9,9963926,1,16,10/14/23,12:38:03,33.562859,-104.271996,49806.47,15181.01,31.385,60.17,133,1.54,34.78,-14.79,5.38,-0.34,31.39,1.89,0.13,47599.28,14508.26,-12.82,-3.91,-2.88,-13.25,45.06,0.56,-0.51,-9.83,0.04,-0.27,-0.99,183.5,173.06,-0.12,
2:46:04,1:50:55,9964.9,9964926,1,16,10/14/23,12:38:04,33.562996,-104.271706,49793.29,15177,31.033,63.03,140,1.52,34.73,-14.71,5.53,-0.34,31.39,1.89,0.13,47584.87,14503.87,-14.41,-4.39,19.38,-8.25,43.56,0.15,-1.28,-9.97,-0.04,-0.22,-0.63,129.62,173.62,-2.38,
2:46:05,1:50:56,9965.9,9965926,1,17,10/14/23,12:38:05,33.563122,-104.271408,49776.82,15171.97,31.937,63.43,132,1.57,34.83,-14.75,5.46,-0.34,31.39,1.89,0.13,47573.67,14500.45,-11.2,-3.41,29.25,-3.19,39.5,-0.33,-0.78,-9.97,-0.26,-0.13,-0.52,98.56,178.19,-5.19,
2:46:06,1:50:57,9966.9,9966926,1,16,10/14/23,12:38:06,33.563259,-104.271095,49760.62,15167.04,33.003,62.98,133,1.54,34.78,-14.71,5.53,-0.34,31.39,1.89,0.13,47562.47,14497.04,-11.2,-3.41,23.69,17.69,37.25,-0.34,-0.69,-9.82,-0.2,-0.13,-1.44,38.06,-179.94,-6.31,
2:46:07,1:50:58,9967.9,9967926,1,15,10/14/23,12:38:07,33.563396,-104.27079,49743.71,15161.88,32.483,61.2,135,1.54,34.78,-14.83,5.31,-0.34,31.39,1.89,0.13,47549.68,14493.14,-12.79,-3.9,-7.38,23.88,41.06,-0.25,-1.27,-9.66,-0.18,-0.14,-1.68,323,177.75,-6.12,
2:46:08,1:50:59,9968.9,9968926,1,15,10/14/23,12:38:08,33.563538,-104.270485,49728.66,15157.3,31.496,60.82,135,1.54,34.78,-15.03,4.94,-0.33,31.41,1.89,0.13,47536.91,14489.25,-12.78,-3.89,-15.19,-5.06,45,-0.41,-0.99,-10.01,-0.14,-0.19,-1.56,242.5,175.38,-6.19,
2:46:09,1:51:00,9969.9,9969926,1,15,10/14/23,12:38:09,33.563671,-104.270195,49713.84,15152.78,31.275,63.01,135,1.52,34.73,-15.07,4.87,-0.34,31.39,1.89,0.13,47522.54,14484.87,-14.37,-4.38,12.25,-15.5,43.75,-0.09,-1.25,-9.62,-0.11,-0.22,-1.52,157.31,174.06,-4.81,
2:46:10,1:51:01,9970.9,9970926,1,16,10/14/23,12:38:10,33.563797,-104.26989,49702.89,15149.44,32.051,64.41,132,1.52,34.73,-15.07,4.87,-0.33,31.41,1.89,0.13,47511.37,14481.47,-11.16,-3.4,28,2,39.06,-0.22,-1.02,-9.79,-0.13,-0.16,-1.06,93.5,174.69,-5.19,
2:46:11,1:51:02,9971.9,9971926,1,16,10/14/23,12:38:11,33.563927,-104.269577,49689.86,15145.47,32.515,63.43,132,1.52,34.73,-14.87,5.24,-0.33,31.41,1.9,0.13,47497.02,14477.09,-14.35,-4.37,15.19,25.5,36.38,0.14,-1.2,-9.74,-0.18,-0.19,-1.1,19.25,175.69,-4.25,
2:46:12,1:51:03,9972.9,9972926,1,17,10/14/23,12:38:12,33.56406,-104.269272,49676.55,15141.41,32.609,61.76,127,1.57,34.83,-15.03,4.94,-0.33,31.41,1.9,0.13,47484.27,14473.21,-12.75,-3.89,-11.38,22.69,41,-0.28,-1.01,-9.69,-0.13,-0.23,-1.73,312,175.12,-6.62,
2:46:13,1:51:04,9973.9,9973926,1,18,10/14/23,12:38:13,33.564198,-104.268967,49660.03,15136.38,31.891,62.11,125,1.6,34.87,-15.15,4.72,-0.33,31.41,1.9,0.13,47466.76,14467.87,-17.52,-5.34,-16.38,-5.19,45,-0.21,-1.15,-9.95,-0.07,-0.19,-1.07,237,172.56,-5.06,
2:46:14,1:51:05,9974.9,9974926,1,17,10/14/23,12:38:14,33.564323,-104.268669,49647.25,15132.48,30.602,63.28,127,1.57,34.83,-15.15,4.72,-0.33,31.41,1.9,0.13,47457.21,14464.96,-9.55,-2.91,9.88,-14.38,45.75,0.32,-1.07,-9.98,-0.1,-0.25,-1.45,157.56,174,-3.94,
2:46:15,1:51:06,9975.9,9975926,1,19,10/14/23,12:38:15,33.564449,-104.268364,49639.06,15129.99,31.499,63.99,123,1.6,34.87,-15.07,4.87,-0.33,31.41,1.9,0.13,47442.9,14460.6,-14.31,-4.36,27.38,-2.5,39.75,-0.2,-0.44,-10.06,-0.07,-0.18,-1,101.81,175.56,-4.94,
2:46:16,1:51:07,9976.9,9976926,1,18,10/14/23,12:38:16,33.564575,-104.268051,49627.38,15126.42,32.393,63.47,125,1.54,34.78,-14.87,5.24,-0.33,31.41,1.9,0.13,47431.77,14457.2,-11.12,-3.39,21.75,21.38,37.06,-0.2,-1,-9.62,-0.19,-0.12,-0.52,41.38,176.81,-3.19,
2:46:17,1:51:08,9977.9,9977926,1,18,10/14/23,12:38:17,33.564709,-104.267746,49615.41,15122.78,32.158,61.49,125,1.57,34.83,-14.71,5.53,-0.32,31.42,1.9,0.13,47414.3,14451.88,-17.47,-5.32,13.38,21.06,40.06,-0.3,-0.12,-9.86,-0.24,-0.01,-0.71,19.94,-177.81,-3.44,
2:46:18,1:51:09,9978.9,9978926,1,17,10/14/23,12:38:18,33.564846,-104.267441,49601.05,15118.4,31.866,61.36,130,1.54,34.78,-14.71,5.53,-0.32,31.42,1.9,0.13,47403.19,14448.49,-11.11,-3.39,-10.56,13.19,43.88,-0.9,-0.17,-9.92,-0.22,0.05,-0.97,316,-177.38,-4.31,
2:46:19,1:51:10,9979.9,9979926,1,17,10/14/23,12:38:19,33.564976,-104.267143,49588.02,15114.43,31.185,63.83,130,1.57,34.83,-14.5,5.89,-0.32,31.42,1.91,0.13,47388.92,14444.14,-14.27,-4.35,-16.88,-7.38,44.75,-0.74,0.13,-9.83,-0.17,0.15,-1.6,260.94,-174.44,-1.81,
2:46:20,1:51:11,9980.9,9980926,1,16,10/14/23,12:38:20,33.565102,-104.266838,49576.09,15110.79,32.15,64.1,131,1.49,34.69,-14.3,6.26,-0.32,31.42,1.91,0.13,47376.24,14440.28,-12.68,-3.86,13.19,-22.69,40.75,-0.38,-0.25,-9.58,-0.22,0.02,-1.39,157.44,-175.06,-6.25,
2:46:21,1:51:12,9981.9,9981926,1,16,10/14/23,12:38:21,33.565231,-104.266525,49565.76,15107.64,32.553,63.33,131,1.54,34.78,-14.34,6.18,-0.31,31.44,1.91,0.13,47365.15,14436.9,-11.09,-3.38,30.19,-8.06,37.06,-0.59,-0.39,-9.94,-0.16,0.07,-1.53,93.88,-177.06,-3.62,
2:46:22,1:51:13,9982.9,9982926,1,16,10/14/23,12:38:22,33.565361,-104.266212,49552.84,15103.71,32.372,63.41,131,1.6,34.87,-14.06,6.68,-0.31,31.44,1.91,0.13,47354.07,14433.52,-11.08,-3.38,17.25,18.38,39.56,-0.34,0.2,-9.87,-0.25,0.08,-0.59,28.38,-176.62,-2.94,
2:46:23,1:51:14,9983.9,9983926,1,16,10/14/23,12:38:23,33.565495,-104.265907,49542.12,15100.44,32.015,61.77,131,1.54,34.78,-13.83,7.11,-0.31,31.44,1.91,0.13,47335.08,14427.73,-18.99,-5.79,-6,16.69,44,-0.32,0.32,-9.9,-0.16,0.11,-1.47,332.25,-175.31,-3.06,
2:46:24,1:51:15,9984.9,9984926,1,16,10/14/23,12:38:24,33.56562,-104.265602,49529.19,15096.5,31.322,63.74,131,1.52,34.73,-13.91,6.97,-0.3,31.46,1.91,0.13,47324.01,14424.36,-11.07,-3.37,-18,-3.38,44.38,-0.77,0.09,-9.89,-0.17,0.19,-0.98,268.56,-176.44,-0.75,
2:46:25,1:51:16,9985.9,9985926,1,16,10/14/23,12:38:25,33.565742,-104.265297,49518.04,15093.1,32.252,65.63,131,1.57,34.83,-13.59,7.53,-0.3,31.46,1.91,0.13,47312.95,14420.99,-11.06,-3.37,-17.88,-20.25,39.19,0.17,0.95,-9.74,-0.11,0.26,-0.29,229,-173.62,3.94,
2:46:26,1:51:17,9986.9,9986926,1,16,10/14/23,12:38:26,33.565865,-104.264984,49505.33,15089.22,32.794,64.7,131,1.62,34.92,-13.59,7.53,-0.3,31.46,1.91,0.13,47298.73,14416.65,-14.21,-4.33,-30.25,-13.75,36.5,0.97,0.12,-9.54,0.21,0.08,1.12,245.06,-179.81,8.81,
2:46:27,1:51:18,9987.9,9987926,1,16,10/14/23,12:38:27,33.565994,-104.264664,49493.76,15085.7,33.245,63.12,131,1.6,34.87,-13.55,7.6,-0.29,31.48,1.92,0.13,47284.53,14412.33,-14.2,-4.33,-21.69,18,38.75,-0.08,-1.04,-10.13,-0.07,-0.23,0.66,300.44,172.81,-3.38,
2:46:28,1:51:19,9988.9,9988926,1,18,10/14/23,12:38:28,33.566132,-104.264343,49480.07,15081.53,32.418,62.4,125,1.54,34.78,-13.44,7.81,-0.29,31.48,1.92,0.13,47267.18,14407.04,-17.35,-5.29,9.88,15.06,44.5,0.31,0.23,-9.6,-0.13,0.21,1.51,22.75,-173,0.5,
2:46:29,1:51:20,9989.9,9989926,1,17,10/14/23,12:38:29,33.566257,-104.264038,49463.01,15076.33,31.608,64.85,130,1.57,34.83,-13.48,7.74,-0.28,31.5,1.92,0.13,47260.88,14405.11,-6.31,-1.92,15,0.25,44.56,0.11,-0.49,-10.57,0.18,-0.08,1.12,104.19,174.12,6,
2:46:30,1:51:21,9990.9,9990926,1,15,10/14/23,12:38:30,33.566376,-104.263725,49448.6,15071.93,32.264,66.33,135,1.6,34.87,-13.95,6.9,-0.29,31.48,1.92,0.13,47241.98,14399.35,-18.9,-5.76,16.25,-19.06,41.69,-0.22,-0.88,-9.8,-0.26,-0.04,1.49,162.94,177.25,-4.38,
2:46:31,1:51:22,9991.9,9991926,1,16,10/14/23,12:38:31,33.566494,-104.263412,49433.95,15067.47,32.634,65.95,134,1.54,34.78,-13.98,6.83,-0.29,31.48,1.92,0.13,47224.66,14394.08,-17.31,-5.28,-25.19,-20.38,36.25,1.42,0.61,-9.61,0.08,0.16,0.67,228.06,-175.81,8.44,
2:46:32,1:51:23,9992.9,9992926,1,16,10/14/23,12:38:32,33.566624,-104.263092,49420.18,15063.27,33.289,63.64,134,1.57,34.83,-14.02,6.76,-0.29,31.48,1.92,0.13,47208.94,14389.28,-15.73,-4.79,-23.88,19.69,38.06,0.52,-1.02,-9.9,-0.03,-0.28,1.27,304,169.56,-3,
2:46:33,1:51:24,9993.9,9993926,1,16,10/14/23,12:38:33,33.566753,-104.262772,49407.27,15059.34,32.622,63.15,134,1.57,34.83,-14.18,6.47,-0.3,31.46,1.92,0.13,47202.65,14387.37,-6.29,-1.92,-8.75,19,43.25,-0.06,-1.28,-9.87,-0.21,-0.08,0.49,321.44,178.25,-5.44,
2:46:34,1:51:25,9994.9,9994926,1,18,10/14/23,12:38:34,33.566883,-104.262459,49393.75,15055.21,32.021,64.66,127,1.54,34.78,-14.1,6.61,-0.29,31.48,1.92,0.13,47188.52,14383.06,-14.14,-4.31,-13.38,11.69,44.69,-0.04,0.74,-10.07,-0.13,0.15,-1.03,322.5,-174.94,2.56,
2:46:35,1:51:26,9995.9,9995926,1,17,10/14/23,12:38:35,33.567005,-104.262146,49379.78,15050.96,32.626,66.23,131,1.6,34.87,-14.46,5.97,-0.29,31.48,1.93,0.13,47174.38,14378.75,-14.13,-4.31,-18.19,-16.19,41.06,-0.48,0.33,-9.9,-0.1,0.21,-0.4,246.5,-171.12,0.19,
2:46:36,1:51:27,9996.9,9996926,1,17,10/14/23,12:38:36,33.567127,-104.261818,49363.87,15046.11,33.649,66.5,131,1.6,34.87,-14.42,6.04,-0.29,31.48,1.93,0.13,47163.4,14375.4,-10.98,-3.35,-25.75,-18.5,36.06,1.13,0.57,-9.7,0.12,0.2,0.1,235.75,-175.94,7.44,
2:46:37,1:51:28,9997.9,9997926,1,17,10/14/23,12:38:37,33.567253,-104.26149,49348.63,15041.46,34.469,65.6,131,1.57,34.83,-14.5,5.89,-0.29,31.48,1.93,0.13,47144.59,14369.67,-18.81,-5.73,-12.25,-27.38,37.19,1.04,0.34,-9.83,0.24,0.15,-0.32,190.75,-178.38,9.19,
2:46:38,1:51:29,9998.9,9998926,1,17,10/14/23,12:38:38,33.567383,-104.261154,49333,15036.7,33.975,64.78,131,1.6,34.87,-14.71,5.53,-0.29,31.48,1.93,0.13,47132.05,14365.85,-12.53,-3.82,-19.56,-12,41.75,0.84,-0.55,-9.75,0.19,-0.18,-1.21,211.62,171.5,5.88,
2:46:39,1:51:30,9999.9,9999926,1,16,10/14/23,12:38:39,33.567513,-104.260826,49320.87,15033,33.237,65.59,133,1.57,34.83,-15.03,4.94,-0.29,31.48,1.93,0.13,47117.96,14361.56,-14.09,-4.29,-5.69,-10.19,45.19,-0.04,-0.49,-9.94,-0.07,-0.2,0.71,204.88,173.12,-1.31,
2:46:40,1:51:31,10000.9,10000926,1,16,10/14/23,12:38:40,33.567631,-104.260498,49306.67,15028.67,33.208,67.15,133,1.6,34.87,-15.24,4.57,-0.29,31.48,1.93,0.13,47113.27,14360.12,-4.7,-1.43,13.38,-16.19,43.38,-0.37,-0.64,-9.78,-0.21,-0.1,-1.48,155.44,179.06,-4.06,
2:46:41,1:51:32,10001.9,10001926,1,15,10/14/23,12:38:41,33.567745,-104.26017,49293.57,15024.68,33.771,69.01,135,1.57,34.83,-15.36,4.35,-0.28,31.5,1.93,0.13,47092.93,14353.93,-20.34,-6.2,30.06,1.38,38.69,-0.28,-0.99,-9.95,-0.11,-0.19,-1.8,81.69,177.94,-5.94,
2:46:42,1:51:33,10002.9,10002926,1,13,10/14/23,12:38:42,33.56786,-104.259827,49278.28,15020.02,34.713,67.84,151,1.54,34.78,-15.11,4.8,-0.3,31.46,1.93,0.13,47080.43,14350.12,-12.5,-3.81,-10.06,29.25,35.5,-0.03,-1.5,-9.77,0,-0.16,-2,331.38,170.56,-0.56,
2:46:43,1:51:34,10003.9,10003926,1,15,10/14/23,12:38:43,33.567978,-104.259483,49262.62,15015.25,34.703,66.73,139,1.62,34.92,-15.2,4.65,-0.3,31.46,1.94,0.13,47066.38,14345.83,-14.05,-4.28,-24.19,7,41.19,-0.11,-0.47,-10.21,0.01,-0.28,-1.17,267.69,173.5,-0.19,
2:46:44,1:51:35,10004.9,10004926,1,15,10/14/23,12:38:44,33.5681,-104.259148,49248.41,15010.92,33.744,67.24,139,1.6,34.87,-15.32,4.42,-0.3,31.46,1.94,0.13,47052.33,14341.55,-14.05,-4.28,-12.06,-8.5,44.69,-0.33,-0.91,-10.11,-0.08,-0.14,0.03,228.62,174.69,-4.75,
2:46:45,1:51:36,10005.9,10005926,1,15,10/14/23,12:38:45,33.568214,-104.258812,49233.75,15006.45,33.956,69.39,139,1.57,34.83,-15.15,4.72,-0.3,31.46,1.94,0.13,47036.73,14336.8,-15.6,-4.75,-0.69,-18.38,44.75,-0.65,-0.73,-9.6,-0.22,0.05,-0.8,194.25,179.62,-4.25,
2:46:46,1:51:37,10006.9,10006926,1,16,10/14/23,12:38:46,33.568321,-104.258469,49222.05,15002.88,34.469,70.06,138,1.57,34.83,-14.95,5.09,-0.29,31.48,1.94,0.13,47027.38,14333.95,-9.35,-2.85,15.56,-22.88,39.75,0,-0.1,-9.97,-0.28,0.08,-0.71,144.69,-175.62,-1.31,
2:46:47,1:51:38,10007.9,10007926,1,16,10/14/23,12:38:47,33.568428,-104.258118,49207.96,14998.59,34.688,69.21,138,1.6,34.87,-14.99,5.02,-0.29,31.48,1.94,0.13,47013.36,14329.67,-14.02,-4.27,28.25,-14.88,38.19,-0.71,0.18,-9.75,-0.13,0.14,-1.37,102.38,-174.75,-0.62,
2:46:48,1:51:39,10008.9,10008926,1,16,10/14/23,12:38:48,33.568546,-104.257774,49193.83,14994.28,34.392,66.35,138,1.6,34.87,-14.83,5.31,-0.29,31.48,1.94,0.13,47004.02,14326.83,-9.34,-2.85,24.75,1.69,40.69,0.15,0.8,-10.01,-0.02,0.22,-0.03,71.19,-173.56,2.5,
2:46:49,1:51:40,10009.9,10009926,1,16,10/14/23,12:38:49,33.568668,-104.257439,49180.95,14990.35,33.707,66.72,138,1.57,34.83,-14.87,5.24,-0.29,31.48,1.94,0.13,46986.91,14321.61,-17.11,-5.22,17.06,-3.06,44.38,0.83,-0.33,-9.72,0.18,0.1,0.66,98.38,177.5,6.88,
2:46:50,1:51:41,10010.9,10010926,1,15,10/14/23,12:38:50,33.568783,-104.257111,49168.61,14986.59,33.341,68.4,146,1.57,34.83,-14.91,5.16,-0.28,31.5,1.94,0.13,46976.02,14318.29,-10.89,-3.32,13.06,-12.19,44.38,0.22,-0.84,-10.15,-0.11,-0.2,1.76,164.94,172.38,-5.38,
2:46:51,1:51:42,10011.9,10011926,1,12,10/14/23,12:38:51,33.568893,-104.256767,49158.5,14983.51,34.038,69.01,186,1.57,34.83,-15.15,4.72,-0.28,31.5,1.94,0.13,46965.14,14314.98,-10.88,-3.31,-15.88,-21.88,39.56,0.33,0.76,-10.05,-0.08,0.17,0.69,230.38,-173.62,0.5,
2:46:52,1:51:43,10012.9,10012926,1,14,10/14/23,12:38:52,33.569008,-104.256432,49145.39,14979.51,34.528,68.21,146,1.6,34.87,-15.11,4.8,-0.28,31.5,1.95,0.13,46951.16,14310.71,-13.98,-4.26,-32,-3.5,36.88,0.65,-0.33,-10.06,0.17,-0.01,1.66,265.75,174.94,7.06,
2:46:53,1:51:44,10013.9,10013926,1,14,10/14/23,12:38:53,33.56913,-104.256088,49135.04,14976.36,34.607,66.71,146,1.6,34.87,-15.32,4.42,-0.27,31.51,1.95,0.13,46937.2,14306.46,-13.97,-4.26,-15.19,21.25,40.19,0.33,-1.28,-10,-0.13,-0.16,0.95,315.75,175,-2.31,
2:46:54,1:51:45,10014.9,10014926,1,12,10/14/23,12:38:54,33.569248,-104.255745,49123.24,14972.76,34.382,67.26,186,1.62,34.92,-15.03,4.94,-0.27,31.51,1.95,0.13,46927.89,14303.62,-9.31,-2.84,10.19,11,45.06,0.41,0.82,-9.67,-0.06,0.26,0.45,35.94,-174,5.12,
2:46:55,1:51:46,10015.9,10015926,1,13,10/14/23,12:38:55,33.569366,-104.255402,49112.64,14969.53,33.891,68.31,176,1.6,34.87,-14.91,5.16,-0.27,31.51,1.95,0.13,46910.84,14298.42,-17.05,-5.2,14.56,5.56,44.38,0.72,-0.89,-9.8,0.06,-0.22,1.54,100.5,170.44,5.19,
2:46:56,1:51:47,10016.9,10016926,1,15,10/14/23,12:38:56,33.569477,-104.255066,49094.79,14964.09,34.221,71.1,136,1.62,34.92,-15.44,4.2,-0.27,31.51,1.95,0.13,46903.09,14296.06,-7.75,-2.36,23.25,-13.69,40.06,-0.46,-0.3,-9.92,-0.28,-0.04,0.65,136.19,179.25,-4.88,
2:46:57,1:51:48,10017.9,10017926,1,15,10/14/23,12:38:57,33.569584,-104.254715,49080.41,14959.71,35.782,69.97,136,1.6,34.87,-15.49,4.12,-0.27,31.51,1.95,0.13,46892.25,14292.76,-10.84,-3.3,18.06,-24.56,38,0.12,0.5,-9.78,-0.08,0.18,-0.24,139.06,-173.75,1.56,
2:46:58,1:51:49,10018.9,10018926,1,15,10/14/23,12:38:58,33.569698,-104.254364,49065.73,14955.24,34.97,68.12,136,1.57,34.83,-15.53,4.05,-0.26,31.53,1.95,0.13,46875.22,14287.57,-17.02,-5.19,23.88,-12.75,40,0.11,0,-10.24,0,0.25,-1.26,99.19,-176.38,5.12,
